competency_id,competency_name,competency_criteria,skill_id,skill_name,category_id,category_name,level_5_exceptional,level_4_proficient,level_3_competent,level_2_needs_guidance,level_1_inadequate
92,Unit Testing,Verifies individual components or functions in isolation,32,Test Types,10,Testing,"Designs comprehensive and robust unit tests independently, demonstrating a deep understanding of TDD principles and can articulate the tradeoffs of different testing strategies with clarity and precision. Proactively identifies and addresses potential testing gaps or challenges.","Writes effective unit tests covering most scenarios, utilizing mocking appropriately to isolate components, and explains test design decisions with clear justification. Can articulate the benefits of unit testing and apply industry best practices consistently.","Writes basic unit tests that address core functionality, but may miss edge cases or require guidance on implementing mocking and stubbing techniques. Can explain the fundamental purpose of unit testing within a software development process.","Struggles to write complete unit tests without assistance, requires significant prompting to implement mocking, and demonstrates a limited understanding of unit testing principles and their application. May need assistance interpreting test results or identifying failure causes.","Lacks basic knowledge of unit testing concepts, is unable to write even simple unit tests without explicit instructions, and cannot articulate the value or purpose of unit testing in software development. Demonstrates no understanding of mocking or test-driven development."
93,Integration Testing,Ensures multiple components interact correctly in a cohesive system,32,Test Types,10,Testing,"Proactively identifies complex integration scenarios and designs comprehensive test suites, demonstrating mastery of various integration testing strategies and tools with minimal guidance. Articulates the trade-offs between different approaches and proposes innovative solutions to integration challenges.","Designs and implements effective integration tests covering various components and dependencies, clearly explaining the rationale and expected outcomes. Handles complex integration scenarios using appropriate techniques like mocking and service virtualization.","Can design and execute basic integration tests, demonstrating understanding of integration points and common testing techniques. May require some guidance when dealing with complex dependencies or edge cases.",Demonstrates a basic awareness of integration testing concepts but struggles to design effective tests or handle dependencies independently. Requires significant prompting and guidance to identify relevant scenarios and implement solutions.,Shows a fundamental lack of understanding of integration testing principles and is unable to design or explain even basic integration tests. Cannot identify integration points or dependencies between components.
94,End-to-End Testing,Simulates user workflows to validate the entire product flow,32,Test Types,10,Testing,"Proactively identifies complex end-to-end scenarios, designs resilient and maintainable tests that thoroughly cover the system, and communicates test results with actionable insights, including performance and security considerations.","Independently designs, implements, and executes end-to-end tests for critical user flows using industry-standard tools and frameworks; effectively troubleshoots failures and clearly communicates test results with recommendations for remediation.","Can implement basic end-to-end tests based on provided requirements, understands the importance of end-to-end testing, and can execute tests and report results with some guidance on troubleshooting.","Requires significant guidance to design and implement end-to-end tests, struggles to troubleshoot failures independently, and demonstrates a limited understanding of end-to-end testing principles and best practices.","Demonstrates a fundamental lack of understanding of end-to-end testing concepts, is unable to design or implement even basic tests, and cannot interpret test results or identify potential issues."
95,Load & Stress,Measures application throughput and behavior under high concurrency,33,Performance Testing,10,Testing,"Independently designs and executes sophisticated load and stress testing strategies, identifying and resolving complex performance bottlenecks with innovative solutions. Proactively anticipates potential scaling issues and expertly communicates performance insights, driving significant improvements in system resilience and efficiency.","Develops and implements comprehensive load and stress tests, accurately interpreting results to identify performance limitations and recommending effective solutions. Clearly articulates testing methodologies and findings, demonstrating a strong understanding of performance testing best practices and system architecture.","Conducts basic load and stress tests based on provided requirements, accurately identifying common performance issues and proposing standard solutions. Explains testing procedures and results adequately, demonstrating a working knowledge of performance testing tools and techniques.","Requires significant guidance to design and execute load and stress tests, struggling to interpret results or identify appropriate solutions independently. Can describe basic performance testing concepts but lacks practical experience in applying them effectively.",Demonstrates limited understanding of load and stress testing principles and is unable to design or execute even basic tests without extensive assistance. Fails to articulate relevant concepts or interpret performance metrics effectively.
96,Test-Driven Development,Writes tests before code (TDD) or uses user stories (BDD) to guide development,34,TDD & BDD,10,Testing,"Masterfully applies TDD and BDD principles to complex scenarios, demonstrating a deep understanding of testing methodologies. Articulately explains the benefits and tradeoffs of different TDD approaches and can tailor them to specific project needs, writing comprehensive tests upfront.","Consistently implements TDD by writing tests before code and refactors effectively based on test results, demonstrating a solid grasp of TDD principles. Clearly explains the reasoning behind test choices and can implement simple BDD scenarios.","Applies TDD with reasonable proficiency in straightforward situations, generally writing tests before code after some prompting. Can explain basic TDD concepts and identify common testing scenarios, but may require guidance on more complex cases.","Shows some familiarity with TDD but struggles to consistently write tests before code or effectively use tests to guide development. Requires significant guidance to apply TDD principles, and exhibits difficulty identifying appropriate test cases.","Demonstrates a lack of understanding of TDD principles and is unable to apply them to even basic coding tasks. Cannot explain the purpose of TDD or write even simple unit tests, demonstrating a need for fundamental training."
97,Single Responsibility,"Ensures each module/class has a single, clear purpose",35,SOLID Principles,11,Architecture & Patterns,"Demonstrates a deep understanding of the SRP, readily identifying violations in complex scenarios and refactoring code effectively while explaining the benefits (e.g., maintainability, testability) and tradeoffs involved, also demonstrates a good understanding of functional composition and its benefits to adhere to SRP.","Confidently applies the SRP in most situations, explaining its importance for code quality and identifying violations in simpler code examples. Refactors code to adhere to the SRP with minimal prompting and provides clear explanations for the refactoring choices.","Understands the basic concept of the SRP and can identify obvious violations in code. Can refactor code to adhere to the SRP with some guidance, but may struggle with more complex scenarios or require prompts to explain the benefits.",Demonstrates some awareness of the SRP but struggles to consistently apply it or identify violations without significant prompting. Requires considerable guidance to refactor code to adhere to the principle and may not fully grasp the underlying reasons.,Shows a fundamental misunderstanding of the SRP or is entirely unfamiliar with it. Cannot identify violations or apply the principle even with extensive prompting and instruction.
98,Open/Closed & Liskov,Understands extension without modification and proper subclassing behavior,35,SOLID Principles,11,Architecture & Patterns,"Proactively identifies subtle OCP/LSP violations within intricate code designs, offering elegant and efficient solutions that minimize disruption and maximize future extensibility. Articulates the trade-offs of different design choices with clarity and foresight, demonstrating mastery of the principles.","Consistently applies OCP/LSP when designing and reviewing code, demonstrating a solid understanding of the principles and their impact on maintainability and extensibility. Clearly explains design decisions and trade-offs using concrete examples, justifying choices with well-reasoned arguments.","Understands the basic principles of OCP/LSP and can identify common violations in straightforward code scenarios. Can apply the principles with some guidance, though may require prompting to address more complex situations or consider potential side effects.",Demonstrates some awareness of OCP/LSP but struggles to consistently apply them or identify violations without significant prompting. Exhibits difficulty explaining the underlying principles or justifying design choices based on OCP/LSP.,Lacks a fundamental understanding of OCP/LSP and cannot apply them even in simple code examples or design scenarios. Is unable to articulate the basic concepts or identify common violations related to these principles.
99,Creational & Structural,"Knows patterns like Factory, Builder, Adapter, and Proxy for reuse and flexibility",36,Design Patterns,11,Architecture & Patterns,"Independently identifies complex design needs, selects the optimal creational or structural design pattern, and articulates advanced variations or extensions to address specific challenges. Explains complexities and implications with ease, demonstrating a deep understanding of underlying principles and trade-offs.","Readily identifies common design needs, selects appropriate creational or structural design patterns, and clearly explains the rationale behind their choices, including benefits and drawbacks. Confidently handles most edge cases and implements solutions aligned with industry best practices.","Recognizes basic scenarios where creational or structural patterns are applicable and can implement a standard solution with minor guidance, demonstrating foundational knowledge of the patterns. Explains the basic purpose of chosen design pattern in given problem.","Requires significant prompting to identify and apply appropriate creational or structural patterns, often struggling with implementation details or failing to consider edge cases. Demonstrates a limited understanding of the benefits and trade-offs involved.",Fails to recognize the applicability of creational or structural patterns or demonstrates a fundamental misunderstanding of the patterns themselves. Cannot articulate basic concepts related to the competency even when prompted.
100,Legacy Code,Can clean up and restructure outdated codebases for better maintainability,37,Refactoring,11,Architecture & Patterns,"Proposes comprehensive refactoring plans for complex legacy systems, considering various design patterns and architectural improvements while mitigating risks. Articulates a clear and adaptable strategy, demonstrating expertise in dealing with code smells, testing, and minimizing disruption during refactoring.","Confidently identifies key areas for refactoring in legacy code, applying appropriate techniques such as extracting methods, introducing design patterns, and writing tests to ensure functionality is preserved. Explains trade-offs and justifies design decisions, demonstrating a systematic approach to improving code quality and maintainability.","Recognizes basic code smells and suggests simple refactoring steps, like renaming variables or extracting small methods, to improve readability. Understands the importance of testing but may require guidance on how to apply it effectively in a legacy code context.",Identifies only superficial issues in legacy code and struggles to apply appropriate refactoring techniques without significant guidance. Demonstrates limited understanding of testing strategies and may introduce regressions during refactoring.,Fails to identify opportunities for refactoring or suggests changes that would worsen the code quality or introduce significant risks. Lacks a fundamental understanding of refactoring principles and testing strategies in the context of legacy code.
101,AWS,"Understands core AWS offerings (EC2, S3, RDS, Lambda) and security best practices",38,General Services,12,Cloud,"Demonstrates expert-level knowledge across a broad range of AWS general services, architecting complex and scalable solutions with cost optimization in mind. Proactively identifies opportunities to leverage AWS services to solve business problems, clearly articulating reasoning and trade-offs.","Exhibits a strong understanding of common AWS services and their use cases, confidently designing and implementing solutions using multiple services with security and cost-effectiveness in mind. Clearly articulates technical decisions and demonstrates best practice knowledge.","Demonstrates a working knowledge of core AWS services such as EC2, S3, VPC, and IAM, describing basic use cases and identifying appropriate services for simple scenarios. Can follow instructions to implement basic AWS solutions.","Shows limited familiarity with AWS services, struggling to articulate their purpose or relate them to practical use cases without significant prompting. Requires guidance to identify and implement basic AWS solutions.",Lacks a fundamental understanding of core AWS concepts and struggles to identify relevant services even with prompting. Demonstrates minimal to no familiarity with AWS terminology or functionality.
102,Azure,"Familiar with Azure VMs, App Services, Azure DevOps, and monitoring tools",38,General Services,12,Cloud,"Designs complex and highly scalable solutions leveraging a broad range of Azure services, demonstrating deep understanding of service interactions and trade-offs. Proactively identifies and mitigates potential risks, incorporating advanced security and monitoring practices.","Independently designs and implements robust solutions using Azure general services, following best practices and effectively utilizing Infrastructure as Code. Clearly articulates design choices and demonstrates proficiency in troubleshooting common issues.","Implements basic Azure solutions using general services with moderate guidance, demonstrating an understanding of core concepts. Can identify and apply appropriate services for common scenarios, but may need assistance with more complex configurations or troubleshooting.",Demonstrates limited understanding of Azure general services and struggles to implement even basic solutions without significant assistance. Requires prompting to identify appropriate services or troubleshoot issues and lacks a comprehensive understanding of best practices.,"Lacks fundamental knowledge of Azure general services and cannot articulate basic concepts or propose viable solutions. Unable to identify or troubleshoot issues, demonstrating a lack of understanding of the Azure platform."
103,GCP,"Uses Google Compute Engine, Cloud Run, Cloud Storage, and IAM for secure deployments",38,General Services,12,Cloud,"Architects highly complex solutions using a comprehensive suite of GCP services, anticipating scalability, security, and cost optimization requirements with minimal guidance. Articulates trade-offs between various design choices and proposes innovative approaches that exceed standard industry practices within GCP.","Designs and implements robust GCP solutions, selecting appropriate services based on project requirements and industry best practices. Explains design decisions clearly, considering factors like performance, security, and cost, and effectively troubleshoot common issues.","Applies common GCP services to address standard use cases, demonstrating a working knowledge of core services like Compute Engine, Cloud Storage, and IAM. Implements solutions with some guidance and explains basic concepts adequately.",Demonstrates basic familiarity with a limited subset of GCP services but struggles to apply them effectively or articulate their purpose. Requires significant prompting to recall specifics or troubleshoot basic issues.,"Lacks fundamental knowledge of core GCP services and their applications, unable to answer basic questions about service functionality or usage. Cannot describe a coherent solution involving GCP services even with considerable prompting."
104,Function Orchestration,"Builds event-driven ML or data pipelines using AWS Lambda, Google Cloud Functions, or Azure Functions",39,Serverless Architectures,12,Cloud,"Independently designs highly scalable and resilient serverless workflows, optimizing for cost and performance. Articulates complex orchestration design trade-offs with a deep understanding of various orchestrator features and integration patterns, suggesting advanced solutions to novel problems.","Proficiently implements robust function orchestration using serverless technologies, incorporating error handling, retries, and idempotency patterns. Clearly explains design choices and trade-offs between different orchestration approaches and tooling options.",Demonstrates a solid understanding of function orchestration concepts and builds basic serverless workflows using an orchestration tool. Describes how to manage state and handle errors in simple orchestration scenarios.,Shows limited understanding of function orchestration and requires significant guidance to design and implement basic workflows. Struggles to articulate technical decisions or troubleshoot common issues effectively without assistance.,Demonstrates a fundamental lack of understanding of function orchestration and serverless architecture concepts. Cannot propose a viable orchestration solution even for simple problems or explain the basic principles.
105,OWASP Top 10,"Knows common web vulnerabilities and how to mitigate them (SQL Injection, XSS, CSRF)",40,Fundamentals,13,Security,"Quickly identifies and thoroughly explains OWASP Top 10 vulnerabilities, proposing multiple, tailored mitigation strategies applicable to complex scenarios, demonstrating a proactive security mindset. Articulates the underlying principles and potential consequences with exceptional clarity and precision.","Accurately identifies and explains the impact of common OWASP Top 10 vulnerabilities, suggesting effective mitigation techniques and demonstrating a strong understanding of secure coding practices. Can discuss tradeoffs between different mitigation approaches and justify selections.","Identifies several common OWASP Top 10 vulnerabilities, provides a basic explanation of their impact, and suggests standard mitigation strategies with some prompting. May require assistance with less common or complex vulnerabilities.","Recognizes a few OWASP Top 10 vulnerabilities with prompting, but struggles to clearly explain their impact or independently suggest effective mitigation techniques. Shows gaps in fundamental security knowledge and requires guidance to apply concepts.",Fails to identify common OWASP Top 10 vulnerabilities or demonstrates significant misunderstandings of their impact and mitigation strategies. Lacks fundamental security knowledge and cannot apply basic security principles.
106,OAuth/JWT,Implements secure token-based authentication and role-based access control,41,Authentication & Authorization,13,Security,"Independently designs and articulates secure, scalable, and performant OAuth/JWT solutions for complex scenarios, proactively identifying and mitigating potential vulnerabilities with novel approaches. Explains intricate protocol details and justifies design choices with a deep understanding of industry standards and emerging threats.","Confidently implements and configures OAuth/JWT authentication and authorization flows according to industry best practices, effectively handling edge cases and security considerations like token storage and refresh token rotation. Clearly communicates technical decisions and demonstrates a solid grasp of underlying principles and trade-offs.","Correctly applies OAuth/JWT in standard authentication and authorization scenarios, identifying common pitfalls and implementing basic security measures. Understands the core concepts and can explain the purpose of different components, but may require guidance on more complex or less common use cases.","Demonstrates basic familiarity with OAuth/JWT concepts but requires significant prompting to implement correctly, struggling with security considerations or optimal approaches without assistance. Exhibits difficulty in explaining technical decisions or adapting solutions to new scenarios.","Shows fundamental misunderstanding of OAuth/JWT principles, including basic authentication and authorization flows, and implements solutions incorrectly. Cannot articulate basic concepts or identify security vulnerabilities even when prompted, indicating a lack of foundational knowledge."
107,Data in Transit & At Rest,Applies SSL/TLS for network security and uses encryption libraries or services for stored data,42,Encryption,13,Security,"Independently designs and implements robust encryption solutions for data in transit and at rest, proactively identifies vulnerabilities, and clearly articulates the rationale behind design decisions, including key management strategies. Explains complex cryptographic concepts with ease and can adapt solutions to various attack vectors.","Confidently selects and applies appropriate encryption methods for protecting data in transit and at rest based on specific security requirements, and demonstrates a strong understanding of key management best practices. Explains the tradeoffs between different approaches and can troubleshoot common encryption-related issues.","Understands fundamental encryption concepts, such as symmetric and asymmetric encryption, and can apply them in standard scenarios for data in transit and at rest with minimal guidance. Recognizes the importance of encryption but may struggle with more complex configurations or key management.",Demonstrates a basic awareness of encryption but struggles to apply it correctly or explain the underlying principles of securing data in transit and at rest. Requires significant prompting and may misidentify appropriate encryption methods or key management techniques.,"Shows a lack of understanding of fundamental encryption concepts related to data in transit and at rest, and cannot identify the need for encryption in common situations. Unable to articulate basic concepts or implement even simple encryption solutions."
108,Technical Writing,"Produces clear documentation, specs, and knowledge base articles",43,Written Communication,14,Communication & Collaboration,"Quickly and effectively structures technical information with precise language, anticipating audience needs and potential misunderstandings with minimal prompting. Demonstrates a deep understanding of industry best practices and documentation methodologies, such as information architecture, content strategy, and agile documentation.","Organizes technical information logically, uses correct terminology, and explains complex concepts clearly and concisely, demonstrating a strong understanding of the components of good technical writing (clarity, accuracy, conciseness, completeness, coherence, correctness, and consideration of the audience). Confidently adapts writing style to different audiences and documentation types.","Conveys technical information adequately but may lack conciseness or clarity in more complex explanations, and might need some prompting to follow documentation best practices. Demonstrates a basic understanding of technical writing principles and documentation processes.","Struggles to structure technical information logically or use appropriate technical terminology, producing writing that may be ambiguous or difficult to understand without significant revision and external resources. Requires prompting to address key components such as audience or purpose.","Demonstrates a fundamental inability to communicate technical information in writing effectively, exhibiting poor grammar, organization, and terminology usage. Lacks a basic understanding of technical writing principles and demonstrates little to no awareness of the audience needs."
109,Reports,"Summarizes findings or project updates in concise, data-driven reports",43,Written Communication,14,Communication & Collaboration,"Consistently produces reports that are exceptionally clear, concise, accurate, and strategically tailored to the audience, going above and beyond to ensure maximum impact and actionable insights. Proactively identifies and addresses potential issues with reporting processes and suggests innovative improvements.","Independently crafts well-structured, accurate, and audience-appropriate reports that effectively communicate information and insights. Demonstrates a strong understanding of reporting best practices and utilizes appropriate visual aids to enhance clarity.","Creates reports that are generally clear and accurate, following established formats and guidelines. Adequately summarizes information and presents findings, but may require minor revisions or feedback to improve clarity or audience targeting.","Produces reports that require significant revisions to improve clarity, accuracy, or organization. Struggles to tailor reports to the intended audience and may lack attention to detail, requiring substantial guidance and direction.","Demonstrates a fundamental lack of understanding of reporting principles and is unable to create reports that effectively communicate information. Fails to follow basic formatting guidelines and struggles with grammar and syntax, rendering the report incomprehensible or misleading."
110,Presentations,Delivers engaging presentations with clear objectives and audience focus,44,Verbal Communication,14,Communication & Collaboration,"Presents information with exceptional clarity, engaging the audience and anticipating questions effectively. Tailors the presentation style and content to the audience's level of understanding, demonstrating mastery of the subject matter.","Presents information in a clear, well-organized manner, demonstrating strong understanding of the topic. Effectively answers questions and conveys technical concepts with confidence.","Presents information adequately, conveying a basic understanding of the subject. Answers questions with some accuracy but may lack depth or require prompting to address complex aspects.","Struggles to present information in a clear and concise manner, resulting in difficulty following the main points. Requires significant prompting and guidance to answer questions related to the subject matter.",Fails to present information coherently and demonstrates a lack of understanding of the fundamental concepts. Unable to answer basic questions or explain key aspects of the topic effectively.
111,Stakeholder Management,"Communicates timelines, risks, and resource needs with business or client stakeholders",44,Verbal Communication,14,Communication & Collaboration,"Proactively anticipates stakeholder needs and expertly tailors communication to each individual, fostering strong relationships and effectively managing expectations even in highly complex or ambiguous situations. Articulates nuanced arguments with clarity and persuasiveness, resolving conflicts and gaining stakeholder buy-in through exceptional communication skills.","Effectively communicates project updates, risks, and dependencies to stakeholders using clear and concise language, adapting communication style to suit the audience and addressing concerns proactively. Demonstrates a strong understanding of stakeholder management principles and consistently delivers timely and relevant information.","Communicates project information to stakeholders in a generally understandable manner, responding to inquiries and providing updates as requested, although may occasionally miss subtle cues or require prompting. Demonstrates a basic awareness of stakeholder needs and communication protocols.","Struggles to articulate information clearly to stakeholders, often using jargon or technical terms without explanation, and requires frequent prompting to address their concerns. Demonstrates limited awareness of stakeholder needs and struggles to adapt communication style accordingly.","Fails to communicate effectively with stakeholders, disregards their perspectives, and demonstrates a lack of understanding of basic communication principles. Unable to convey project information or address concerns adequately, leading to misunderstandings and frustration."
112,Code Reviews,"Provides constructive feedback, adheres to coding standards, and fosters collective ownership",45,Team Collaboration,14,Communication & Collaboration,"Proactively seeks code reviews and provides exceptionally insightful feedback focusing on maintainability, scalability, and security while clearly articulating the rationale and suggesting improvements. Helps the code author understand underlying design principles and best practices.","Provides clear, constructive, and actionable feedback identifying potential bugs, performance issues, and style inconsistencies, articulating reasoning and offering alternative solutions during code reviews. Graciously accepts feedback and demonstrates a willingness to learn and improve.","Identifies obvious errors and style issues during code reviews, providing generally helpful feedback, but may lack depth or specific recommendations. Acknowledges and incorporates feedback into their code.","Struggles to identify important issues during code reviews and/or provides vague or unhelpful feedback, needing prompting to provide valuable input. May be defensive when receiving feedback and require encouragement to make necessary changes.","Demonstrates a lack of understanding of code review principles and fails to provide meaningful feedback. Resists feedback or dismisses the code review process, showing unwillingness to make suggested changes."
113,Pair Programming,Collaborates in real-time to share expertise and maintain code quality,45,Team Collaboration,14,Communication & Collaboration,"Seamlessly guides the pair programming session, proactively identifying potential issues and optimizing the solution while fostering a highly collaborative environment. Communicates complex technical concepts with clarity and precision, actively soliciting and integrating feedback to enhance team performance.","Effectively participates as both driver and navigator, demonstrating strong coding skills and clear communication within the pair programming session. Actively contributes to problem-solving, providing constructive feedback and explaining technical decisions with clarity.","Demonstrates a basic understanding of pair programming principles, fulfilling the required coding tasks while working within the established framework. Communicates ideas adequately, although may need occasional prompting to ensure clarity and focus.","Shows limited understanding of pair programming techniques, struggling to effectively contribute as either driver or navigator and requires frequent guidance. Communication is often unclear, and struggles to explain technical decisions or understand complex concepts.","Demonstrates a fundamental lack of understanding of pair programming, unable to effectively participate or contribute to the development process. Exhibits poor communication skills and lacks the ability to articulate even basic technical concepts related to the task."
114,Agile/Scrum,"Understands sprint planning, daily stand-ups, backlog grooming, and retrospectives",45,Team Collaboration,14,Communication & Collaboration,"Provides specific examples of how they have effectively implemented advanced Agile principles, such as servant leadership or scaling frameworks, to improve team performance. Proactively identifies and mitigates collaboration risks with innovative solutions, and can resolve deep conflict through active listening and understanding of others' perspectives.","Clearly articulates their role and contributions in Agile/Scrum teams and consistently utilizes Scrum ceremonies effectively, fostering open communication and collaboration. Demonstrates the ability to address conflicts constructively and contributes to a positive team environment.","Demonstrates a working understanding of Agile/Scrum principles and describes their participation in basic team activities, like daily stand-ups and sprint planning. Explains their role in past projects and how they communicated with team members to achieve goals.",Shows some familiarity with Agile/Scrum concepts but struggles to provide concrete examples of successful team collaborations or conflict resolution scenarios. Requires prompting to recall specific details of past experiences or articulate the value of Agile practices.,Lacks a fundamental grasp of Agile/Scrum principles and cannot articulate how their actions would impact a team's ability to collaborate effectively. Is unable to provide basic examples of team interaction or explain the value of communication within an Agile framework.
115,Blameless Postmortems,Facilitates post-incident reviews focusing on systemic improvements rather than individual blame,46,Incident Management,14,Communication & Collaboration,"Champions the blameless postmortem culture, influencing organizational adoption and mentoring others, while articulating advanced root cause analysis techniques and actionable, systemic improvements derived from incidents. Independently proposes improvements to postmortem processes and drives organization-wide adoption of best practices.","Effectively leads structured, blameless postmortem meetings, demonstrating a solid understanding of root cause analysis methodologies and facilitating the creation of clear action items with assigned owners and deadlines. Proactively ensures the focus remains on system improvements, not individual blame.","Understands the basic principles of blameless postmortems, participating in meetings and identifying contributing factors, but may need guidance in deeper root cause analysis and formulating concrete action items. Can articulate the benefits of a blameless culture in preventing future incidents.","Demonstrates a limited understanding of blameless postmortems, potentially assigning blame and struggling to identify root causes or contribute to actionable improvement plans without significant prompting. Needs coaching on the principles and benefits of blameless incident analysis.","Demonstrates a fundamental misunderstanding of blameless postmortems, actively assigning blame, avoiding responsibility, and failing to articulate the benefits of a blameless culture or contribute to a constructive postmortem process. Cannot differentiate between individual mistakes and systemic failures."
116,LLM Pair Programming,Effectively uses GitHub Copilot or CodeWhisperer while verifying AI-suggested code for correctness,47,AI-Assisted Development,14,Communication & Collaboration,"Proactively crafts advanced prompts to elicit nuanced and accurate code generation, skillfully identifies and corrects subtle flaws in LLM output while maintaining context, and clearly explains design decisions and tradeoffs considering LLM limitations.","Writes clear and effective prompts to generate useful code, critically evaluates the LLM's suggestions and makes appropriate modifications, and effectively communicates requirements to the LLM while explaining the reasoning behind choices.","Generates functional code with LLM assistance but may require back-and-forth prompting, identifies obvious errors in the LLM's output, and describes the basic process of using an LLM for code generation.","Struggles to formulate effective prompts and often accepts LLM suggestions without critical evaluation, misses obvious errors in the generated code, and requires significant prompting to complete the coding task.","Demonstrates a fundamental misunderstanding of how to interact with an LLM for code generation, unable to generate useful code even with LLM assistance, and uncritically trusts LLM output regardless of correctness."
117,Application Profiling,"Uses tools (e.g., JMeter, cProfile, New Relic) to identify performance bottlenecks",48,Profiling & Benchmarking,15,Performance Optimization,"Independently identifies complex performance bottlenecks using advanced profiling techniques like tracing or custom instrumentation, and develops highly effective and innovative optimization strategies.  Proactively anticipates performance issues and considers hardware-level implications when interpreting profiling data.","Selects appropriate profiling tools for the task, analyzes performance data effectively to identify bottlenecks, and implements targeted optimizations that result in measurable improvements. Clearly communicates profiling results and optimization strategies, explaining tradeoffs and validating improvements.","Utilizes standard profiling tools to identify common performance bottlenecks under moderate guidance, and suggests basic optimization strategies. Can explain basic profiling concepts but may struggle with complex scenarios or unusual performance issues.","Demonstrates a basic understanding of profiling concepts but requires significant assistance in selecting tools, interpreting results, and identifying appropriate optimization techniques. Struggles to independently apply profiling knowledge to practical problems.","Lacks a fundamental understanding of profiling concepts and cannot effectively use profiling tools or interpret profiling data.  Is unable to identify performance bottlenecks or propose meaningful optimization strategies, even with guidance."
118,Server/Client Caching,Implements in-memory caches (Redis) or edge caching (Cloudflare) to reduce latency,49,Caching & CDNs,15,Performance Optimization,"Designs comprehensive, multi-layered caching strategies incorporating CDNs and advanced invalidation techniques, proactively addressing edge cases and explaining the trade-offs with clarity and depth. Adapts caching solutions creatively to unique scenarios and demonstrates an exceptional understanding of underlying network principles.","Implements effective caching solutions using industry best practices, including appropriate HTTP headers and CDN configurations, and articulates the reasoning behind those choices. Handles cache invalidation effectively and proactively monitors caching performance to identify and resolve issues.","Understands fundamental caching principles and can implement basic caching strategies for common scenarios, such as browser caching and simple CDN integration. Identifies common caching pitfalls but may require guidance on more complex configurations or invalidation techniques.","Demonstrates a basic awareness of caching concepts but struggles to apply them effectively without significant prompting or guidance, particularly in scenarios involving CDN integration or cache invalidation. Relies heavily on predefined solutions and struggles to explain the rationale behind their choices.",Lacks a fundamental understanding of caching principles and cannot articulate basic concepts or implement even simple caching solutions. Demonstrates confusion about the role of caching in performance optimization or exhibits misconceptions about HTTP caching mechanisms.
119,Scalability Check,Conducts load/stress tests to ensure the system meets performance SLAs,50,Load Testing,15,Performance Optimization,"Designs a comprehensive load testing strategy, considering various load types, edge cases, and failure scenarios. Articulates the scalability implications of different design choices with strong supporting rationale and suggests innovative solutions for identified bottlenecks.","Designs an effective load testing plan to identify scalability bottlenecks and achieve acceptable performance levels. Clearly explains the rationale behind testing choices, interprets performance metrics accurately, and proposes standard solutions with well-defined trade-offs.","Understands basic load testing principles and can create a simple load test scenario with clearly defined objectives. Identifies common scalability issues based on the testing results, but may need guidance to interpret complex performance data or recommend effective solutions.","Demonstrates some awareness of load testing but struggles to design a comprehensive test plan or interpret results accurately without assistance. Requires significant prompting to define test objectives, analyze performance data, and identify potential scalability issues.",Lacks a basic understanding of load testing and its purpose in ensuring scalability. Is unable to define a basic load test scenario or interpret performance data to identify any scalability issues.
120,Distributed Tracing,Uses Jaeger or OpenTelemetry to trace requests across microservices for root cause analysis,51,Observability,15,Performance Optimization,"Designs comprehensive distributed tracing strategies tailored to complex system architectures, including sampling, context propagation, and security considerations. Proactively identifies and optimizes tracing bottlenecks, demonstrating expertise in correlating tracing data with other observability signals for advanced performance analysis and debugging.","Independently implements and utilizes distributed tracing to effectively diagnose and resolve performance issues in distributed systems, selecting appropriate tracing tools and techniques based on specific needs. Clearly explains tracing data, interprets complex traces to pinpoint root causes, and recommends improvements to tracing infrastructure.","Understands the core concepts of distributed tracing and its benefits, demonstrating the ability to instrument applications and services to generate basic traces. Can analyze tracing data to identify common performance bottlenecks and explain how context propagation works across services, although may require guidance on complex scenarios.",Demonstrates basic familiarity with distributed tracing concepts but requires significant prompting to implement tracing in a practical setting. Struggles to interpret tracing data effectively or explain how sampling and context propagation impact the accuracy and completeness of traces.,"Lacks fundamental understanding of distributed tracing principles and is unable to explain its purpose or benefits. Cannot instrument basic applications to generate traces or interpret even simple tracing data, indicating a lack of exposure to or understanding of relevant concepts."
121,Chaos Engineering,Uses tools like Gremlin or Chaos Monkey to inject failures and improve system robustness,52,Resilience,15,Performance Optimization,"Designs complex and targeted chaos experiments, demonstrating a deep understanding of system dependencies and potential failure modes. Proactively automates analysis and proposes data-driven resilience improvements, anticipating second-order effects.",Designs and executes well-defined chaos experiments with clear hypotheses and methodologies. Accurately interprets results and proposes effective remediation strategies aligned with industry best practices.,"Understands the core principles of chaos engineering and can design basic experiments to test resilience. Identifies relevant metrics and potential risks, but may need guidance on complex scenarios.",Demonstrates a basic familiarity with chaos engineering but struggles to design practical experiments or interpret results without significant prompting. May not fully grasp the importance of safety measures during experimentation.,Shows a fundamental lack of understanding of chaos engineering principles and cannot describe how it would be applied in practice. Unable to articulate the purpose or benefits of chaos engineering.
